ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
298136181,Photo,Kea,Nestor notabilis,,Michael Szabo,2021-01-04,2021,1,4,545,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Kea Point,-43.7101993,170.0835514,"",,Unspecified,"","",,,,,,,S79303805,"",,,,Flock of 12 seen flying over the nearby ridge. Some of them landed on the ridge and were seen to jump around in play with each other.,Nestor notabilis,kea1,Species,11517,,5.00,1,,1790,2685
297638381,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3301,4952
297638251,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3609,5414
297638241,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3609,5414
297638181,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3426,5139
297638121,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3367,5051
297638071,Photo,Kea,Nestor notabilis,,Alison Bentley,2019-11-17,2019,11,17,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S61510950,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3712,5568
297509311,Photo,Kea,Nestor notabilis,,Caitlin Ambrose,2020-01-20,2020,1,20,1000,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,Devils Punchbowl Falls Track,-42.9338670,171.5641308,"",,Unspecified,"","",,,,,,,S79201920,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2631,3947
297239511,Photo,Kea,Nestor notabilis,,Janet Washbon,2015-03-09,2015,3,9,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult Male – 1,,Unspecified,"","",,,,,,,S79158438,"",,,,"Found this kea in a bush outside a gift center. After foraging in the bush and on the ground, it flew across the highway to the side of another building and was searching for food in a bucket. Same bird in all pictures.  Very long upper mandible suggests it is a male. Somewhat worn feathers.",Nestor notabilis,kea1,Species,11517,,5.00,2,,2182,3273
297239471,Photo,Kea,Nestor notabilis,,Janet Washbon,2015-03-09,2015,3,9,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult Male – 1,,Unspecified,"","",,,,,,,S79158438,"",,,,"Found this kea in a bush outside a gift center. After foraging in the bush and on the ground, it flew across the highway to the side of another building and was searching for food in a bucket. Same bird in all pictures.  Very long upper mandible suggests it is a male. Somewhat worn feathers.",Nestor notabilis,kea1,Species,11517,,5.00,2,,907,1360
297238631,Photo,Kea,Nestor notabilis,,Janet Washbon,2015-03-09,2015,3,9,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S79158438,"",,,,"Found this kea in a bush outside a gift center. After foraging in the bush and on the ground, it flew across the highway to the side of another building and was searching for food in a bucket. Same bird in all pictures.  Very long upper mandible suggests it is a male. Somewhat worn feathers.",Nestor notabilis,kea1,Species,11517,,5.00,2,"",2762,4143
297238481,Photo,Kea,Nestor notabilis,,Janet Washbon,2015-03-09,2015,3,9,930,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass Village",-42.9466223,171.5661049,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S79158438,"",,,,"Found this kea in a bush outside a gift center. After foraging in the bush and on the ground, it flew across the highway to the side of another building and was searching for food in a bucket. Same bird in all pictures.  Very long upper mandible suggests it is a male. Somewhat worn feathers.",Nestor notabilis,kea1,Species,11517,,5.00,2,"",2356,3534
295148751,Photo,Kea,Nestor notabilis,,Nick Schöffski,2018-03-04,2018,3,4,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Mueller Hut,-43.7211245,170.0645660,"",,Unspecified,"","",,,,,,,S78676756,"",,,,,Nestor notabilis,kea1,Species,,,5.00,3,,3648,5472
295148741,Photo,Kea,Nestor notabilis,,Nick Schöffski,2018-03-04,2018,3,4,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Mueller Hut,-43.7211245,170.0645660,"",,Unspecified,"","",,,,,,,S78676756,"",,,,,Nestor notabilis,kea1,Species,11606,,5.00,2,,3648,5472
294401281,Photo,Kea,Nestor notabilis,,Loyan Beausoleil,2016-02-23,2016,2,23,0,New Zealand,NZ-STL-073,Southland,Southland District,Wilmot Pass Road,-45.4965301,167.1851778,"",,Unspecified,"","",,,,,,,S78639522,"",,,,Seen where you board the coach to take the drive over the Wilmot Pass to Doubtful Sound,Nestor notabilis,kea1,Species,11606,,3.00,1,,2640,3520
294243251,Photo,Kea,Nestor notabilis,,Suzi Phillips,2012-03-05,2012,3,5,946,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78625050,"",,,,Group of Kea flew in to checkout visitors to lookout. Flew off in pairs etc once established no food handouts.,Nestor notabilis,kea1,Species,11517,,5.00,1,,1121,1686
294243091,Photo,Kea,Nestor notabilis,,Suzi Phillips,2012-03-05,2012,3,5,946,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78625050,"",,,,Group of Kea flew in to checkout visitors to lookout. Flew off in pairs etc once established no food handouts.,Nestor notabilis,kea1,Species,11517,,5.00,1,,1936,2592
294242701,Photo,Kea,Nestor notabilis,,Suzi Phillips,2012-03-05,2012,3,5,946,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78625050,"",,,,Group of Kea flew in to checkout visitors to lookout. Flew off in pairs etc once established no food handouts.,Nestor notabilis,kea1,Species,11517,,5.00,1,,1464,1839
293979841,Photo,Kea,Nestor notabilis,,David Nowell,2007-01-09,2007,1,9,1215,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,Adult – 1,,Unspecified,"","",,,,,,,S78481425,"",,,Kea can be very destructive at this location - look after you. car and do not leave anything lying around unattended.,,Nestor notabilis,kea1,Species,11517,,4.00,2,,474,650
293979831,Photo,Kea,Nestor notabilis,,David Nowell,2007-01-09,2007,1,9,1215,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78481425,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,457,650
293862551,Photo,Kea,Nestor notabilis,,ned bohman,2016-01-11,2016,1,11,0,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Greenstone Track (General),-44.8595193,168.1397009,"",,Unspecified,"","",,,,,,,S51033436,"",,,,"clearly this particular one wasn't seen while I was on the trail....",Nestor notabilis,kea1,Species,11517,,5.00,1,,2736,3648
293550181,Photo,Kea,Nestor notabilis,,David Nowell,2007-01-09,2007,1,9,1215,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78481425,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,585,800
293550171,Photo,Kea,Nestor notabilis,,David Nowell,2007-01-09,2007,1,9,1215,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78481425,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,558,800
293550141,Photo,Kea,Nestor notabilis,,David Nowell,2007-01-09,2007,1,9,1215,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S78481425,"",,,,,Nestor notabilis,kea1,Species,11517,,4.50,2,,429,640
293143061,Photo,Kea,Nestor notabilis,,Ruth Metterhausen,2011-11-02,2011,11,2,1430,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S78398463,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,1824,2432
292992641,Photo,Kea,Nestor notabilis,,Jessie Johnson,2020-02-06,2020,2,6,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Whitehorse Hill Campsite,-43.7189117,170.0931827,"",,Unspecified,"","",,,,,,,S78353454,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,3888,5184
292876921,Photo,Kea,Nestor notabilis,,Troy Blodgett,2013-03-22,2013,3,22,1500,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S78338314,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,3000,4000
292876631,Photo,Kea,Nestor notabilis,,Troy Blodgett,2013-03-22,2013,3,22,1500,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S78338314,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,3000,4000
291137931,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-20,2009,8,20,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Aoraki/Mount Cook NP--Mt Cook Village,-43.7340000,170.0977000,"",,Unspecified,"","",,,,,,,S78008390,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,2736,3648
291137891,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-20,2009,8,20,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Aoraki/Mount Cook NP--Mt Cook Village,-43.7340000,170.0977000,"",,Unspecified,"","",,,,,,,S78008390,"",,,,,Nestor notabilis,kea1,Species,11517,,5.00,1,,2736,3648
291137881,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-20,2009,8,20,0,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,Aoraki/Mount Cook NP--Mt Cook Village,-43.7340000,170.0977000,"",,Unspecified,"","",,,,,,,S78008390,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2736,3648
291130991,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-16,2009,8,16,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S62773860,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,2,,3648,2736
291130981,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-16,2009,8,16,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--Monkey Creek,-44.8003676,168.0215979,"",,Unspecified,"","",,,,,,,S62773860,"",,,,,Nestor notabilis,kea1,Species,11606,,4.00,3,,2736,3648
291115081,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3648,2736
291115051,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3648,2736
291115011,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3648,2736
291114931,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2736,3648
291114831,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2736,3648
291114761,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2736,3648
291114751,Photo,Kea,Nestor notabilis,,Scott Wieman,2009-08-14,2009,8,14,0,New Zealand,NZ-WTC-057,West Coast,Westland District,Franz Josef Glacier,-43.4227810,170.1688903,"",,Unspecified,"","",,,,,,,S62773157,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2736,3648
290996631,Photo,Kea,Nestor notabilis,,Laurel Smith,2015-11-17,2015,11,17,1130,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S77981407,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,3264,2448
290996611,Photo,Kea,Nestor notabilis,,Laurel Smith,2015-11-17,2015,11,17,1130,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S77981407,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2448,3264
290996591,Photo,Kea,Nestor notabilis,,Laurel Smith,2015-11-17,2015,11,17,1130,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S77981407,"",,,On our car ,,Nestor notabilis,kea1,Species,11517,,3.50,2,,2448,3264
290996581,Photo,Kea,Nestor notabilis,,Laurel Smith,2015-11-17,2015,11,17,1130,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S77981407,"",,,,,Nestor notabilis,kea1,Species,11517,,2.00,1,,1280,960
289782431,Photo,Kea,Nestor notabilis,,Hayden Pye,2020-12-19,2020,12,19,1254,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S77648282,"",,,,"Bands: black AW on white. Bird's name is Tumatakuru",Nestor notabilis,kea1,Species,11517,,5.00,1,,3456,4608
289782421,Photo,Kea,Nestor notabilis,,Hayden Pye,2020-12-19,2020,12,19,1254,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S77648282,"",,,,"Bands: black AW on white. Bird's name is Tumatakuru",Nestor notabilis,kea1,Species,11517,,4.50,2,,3456,4608
288538171,Photo,Kea,Nestor notabilis,,Chris Gibbs,2019-10-08,2019,10,8,1715,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S60760742,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,3672,4896
288245451,Photo,Kea,Nestor notabilis,,Barbara Olson,2019-03-16,2019,3,16,1030,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--The Chasm,-44.7217319,167.9485483,"",,Unspecified,"","",,,,,,,S77517139,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3863,4829
287667601,Photo,Kea,Nestor notabilis,,Grace H,2019-03-19,2019,3,19,1130,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Routeburn Track--Routeburn Falls Hut,-44.7259976,168.1993846,"",,Unspecified,"","",,,,,,,S76583861,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1960,4032
287667591,Photo,Kea,Nestor notabilis,,Grace H,2019-03-19,2019,3,19,1130,New Zealand,NZ-OTA-070,Otago,Queenstown-Lakes District,Routeburn Track--Routeburn Falls Hut,-44.7259976,168.1993846,"",,Unspecified,"","",,,,,,,S76583861,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1960,4032
287330471,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287330331,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287330271,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287330241,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287330211,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287330161,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-23,2020,11,23,1006,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP -- Otira Valley Walk",-42.8998000,171.5573000,"",,Unspecified,"","",,,,,,,S76581251,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
287254291,Photo,Kea,Nestor notabilis,,"John O'Shea",2018-02-11,2018,2,11,759,New Zealand,NZ-WTC-057,West Coast,Westland District,Fox Glacier Village,-43.4613465,170.0165176,"",,Unspecified,"","",,,,,,,S77359179,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1322,1363
286872351,Photo,Kea,Nestor notabilis,,Jim Peterson,2017-11-30,2017,11,30,830,New Zealand,NZ-STL,Southland,,Fiordland NP--Milford Sound (General),-44.6669090,167.9153440,"",,Unspecified,"","",,,,,,,S40817141,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3456,4608
286510121,Photo,Kea,Nestor notabilis,,Mark Smiles,2007-01-06,2007,1,6,0,New Zealand,NZ-CAN-062,Canterbury,Selwyn District,"Arthur's Pass NP (general - please use more specific locations if possible)",-42.9428430,171.5621320,"",,Unspecified,"","",,,,,,,S55478178,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1536,2048
284907081,Photo,Kea,Nestor notabilis,,Pierrick BLOIN,2017-05-20,2017,5,20,2056,New Zealand,NZ-STL-073,Southland,Southland District,Milford--Tutoko River Bridge,-44.6776405,167.9630291,"",,Unspecified,"","",,,,,,,S77019662,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1365,2048
284578591,Photo,Kea,Nestor notabilis,,Jesse Golden,2020-11-21,2020,11,21,721,New Zealand,NZ-WTC-057,West Coast,Westland District,"Arthur's Pass NP--Otira Viaduct Lookout",-42.8882557,171.5564167,"",,Unspecified,"","",,,,,,,S76465833,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3888,5184
283502141,Photo,Kea,Nestor notabilis,,DAVID DILLER,2018-10-11,2018,10,11,800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland National Park,-44.7646730,167.9958040,"",,Unspecified,"","",,,,,,,S59021933,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,2768,4296
283497011,Photo,Kea,Nestor notabilis,,DAVID DILLER,2018-10-11,2018,10,11,800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland National Park,-44.7646730,167.9958040,"",,Unspecified,"","",,,,,,,S59021933,"",,,,,Nestor notabilis,kea1,Species,11517,,4.00,1,,3114,4314
283496971,Photo,Kea,Nestor notabilis,,DAVID DILLER,2018-10-11,2018,10,11,800,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland National Park,-44.7646730,167.9958040,"",,Unspecified,"","",,,,,,,S59021933,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2227,3194
282712281,Photo,Kea,Nestor notabilis,,Matthew Buell,2010-02-11,2010,2,11,720,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S76668606,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,2112,2816
281835831,Photo,Kea,Nestor notabilis,,Dean Tasker,2020-11-01,2020,11,1,800,New Zealand,NZ-CAN-065,Canterbury,Mackenzie District,White Horse Hill Campsite Mt Cook,-43.7192258,170.0933790,"",,Unspecified,"","",,,,,,,S75672965,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,3672,4896
281223271,Photo,Kea,Nestor notabilis,,Nicolas DEGRAMONT,2017-11-02,2017,11,2,1600,New Zealand,NZ-STL-073,Southland,Southland District,Kepler Track--Iris Burn Hut to Te Anau,-45.4152246,167.5280875,"",,Unspecified,"","",,,,,,,S76433004,"",,,,,Nestor notabilis,kea1,Species,11517,,.00,0,,1320,1760
280453531,Photo,Kea,Nestor notabilis,,Teresa Dolman,2009-11-29,2009,11,29,0,New Zealand,NZ-STL-073,Southland,Southland District,Fiordland NP--east Homer Tunnel,-44.7642000,167.9869000,"",,Unspecified,"","",,,,,,,S76314437,"",,,,,Nestor notabilis,kea1,Species,11517,,3.00,1,,937,1280
280324861,Photo,Kea,Nestor notabilis,,Nigel  Milius,2020-11-11,2020,11,11,819,New Zealand,NZ-WTC-057,West Coast,Westland District,"6 Opuka Place, Haast, West Coast, NZ (-43.882, 169.04)",-43.8817332,169.0404239,"",,Unspecified,"","",,,,,,,S76097118,"",,,,,Nestor notabilis,kea1,Species,11606,,4.33,3,,2108,3123
